Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
86.207,86.225,86.251,86.285,86.326,86.372,86.421,86.473,86.526,86.579,86.631,86.680,86.726,86.768,86.805,86.838,86.864,86.885,86.900,86.908,86.910,86.906,86.895,86.878,86.856,86.827,86.793,86.754,86.710,86.663,86.613,86.561,86.508,86.455,86.403,86.355,86.311,86.273,86.241,86.218,86.203,86.198,86.203,86.216,86.239,86.270,86.308,86.352,86.400,86.451,86.504,86.557,86.609,86.660,86.707,86.751,86.790,86.825,86.854,86.877,86.894,86.905,86.910,86.908,86.900,86.886,86.866,86.840,86.808,86.771
42.017,41.793,41.538,41.250,40.931,40.580,40.199,39.788,39.347,38.876,38.377,37.850,37.297,36.718,36.116,35.490,34.843,34.177,33.493,32.794,32.082,31.359,30.629,29.894,29.157,28.421,27.690,26.966,26.253,25.556,24.876,24.217,23.584,22.979,22.405,21.865,21.364,20.902,20.483,20.109,19.782,19.504,19.276,19.100,18.976,18.906,18.890,18.927,19.018,19.162,19.359,19.607,19.904,20.250,20.642,21.078,21.555,22.072,22.626,23.212,23.829,24.472,25.139,25.827,26.531,27.248,27.975,28.709,29.446,30.182
4.974,4.610,4.211,3.781,3.320,2.831,2.316,1.778,1.219,0.642,0.049,-0.556,-1.171,-1.792,-2.417,-3.042,-3.665,-4.282,-4.890,-5.487,-6.070,-6.636,-7.181,-7.705,-8.204,-8.676,-9.120,-9.532,-9.913,-10.259,-10.569,-10.843,-11.079,-11.277,-11.435,-11.552,-11.629,-11.666,-11.661,-11.616,-11.529,-11.402,-11.236,-11.029,-10.785,-10.502,-10.184,-9.830,-9.442,-9.022,-8.572,-8.094,-7.589,-7.060,-6.510,-5.940,-5.354,-4.754,-4.143,-3.525,-2.901,-2.276,-1.651,-1.031,-0.418,0.184,0.774,1.347,1.902,2.435
-78.648,-78.636,-78.639,-78.656,-78.686,-78.729,-78.784,-78.850,-78.925,-79.008,-79.098,-79.192,-79.288,-79.386,-79.484,-79.579,-79.671,-79.759,-79.841,-79.916,-79.984,-80.043,-80.093,-80.134,-80.165,-80.186,-80.196,-80.196,-80.185,-80.164,-80.132,-80.091,-80.041,-79.981,-79.913,-79.837,-79.755,-79.667,-79.575,-79.479,-79.382,-79.284,-79.187,-79.093,-79.004,-78.922,-78.847,-78.781,-78.727,-78.684,-78.654,-78.638,-78.636,-78.649,-78.674,-78.713,-78.765,-78.827,-78.899,-78.980,-79.067,-79.160,-79.256,-79.354,-79.451,-79.548,-79.641,-79.731,-79.815,-79.892
18.810,18.814,18.818,18.822,18.827,18.831,18.835,18.840,18.845,18.849,18.854,18.859,18.864,18.869,18.874,18.879,18.884,18.890,18.895,18.900,18.906,18.912,18.917,18.923,18.929,18.935,18.941,18.947,18.953,18.959,18.965,18.972,18.978,18.985,18.991,18.998,19.005,19.011,19.018,19.025,19.032,19.039,19.046,19.053,19.061,19.068,19.075,19.083,19.090,19.098,19.106,19.113,19.121,19.129,19.137,19.145,19.153,19.161,19.169,19.177,19.185,19.194,19.202,19.210,19.219,19.227,19.236,19.245,19.253,19.262
51.991,51.274,50.963,51.080,51.617,52.537,53.783,55.279,56.946,58.706,60.489,62.241,63.920,65.496,66.953,68.282,69.483,70.557,71.511,72.351,73.085,73.720,74.263,74.721,75.100,75.403,75.636,75.800,75.898,75.932,75.901,75.806,75.645,75.416,75.116,74.741,74.287,73.748,73.118,72.389,71.554,70.606,69.537,68.343,67.020,65.569,63.998,62.324,60.575,58.792,57.029,55.356,53.850,52.591,51.653,51.097,50.959,51.249,51.948,53.009,54.366,55.941,57.654,59.432,61.208,62.935,64.574,66.103,67.509,68.786
8.744,8.675,8.451,8.078,7.569,6.936,6.200,5.382,4.506,3.601,2.694,1.813,0.986,0.239,-0.404,-0.924,-1.305,-1.535,-1.607,-1.519,-1.274,-0.879,-0.346,0.309,1.065,1.898,2.783,3.691,4.595,5.466,6.277,7.004,7.625,8.122,8.480,8.688,8.742,8.640,8.384,7.981,7.444,6.788,6.032,5.199,4.315,3.407,2.503,1.631,0.820,0.093,-0.526,-1.018,-1.367,-1.564,-1.602,-1.480,-1.202,-0.776,-0.216,0.462,1.236,2.083,2.975,3.885,4.784,5.644,6.440,7.146,7.742,8.210
6.046,5.149,4.239,3.330,2.437,1.573,0.752,-0.014,-0.711,-1.330,-1.862,-2.298,-2.632,-2.858,-2.975,-2.979,-2.871,-2.652,-2.326,-1.898,-1.373,-0.760,-0.068,0.693,1.510,2.372,3.263,4.171,5.082,5.980,6.852,7.686,8.468,9.187,9.833,10.396,10.870,11.247,11.522,11.693,11.757,11.712,11.561,11.304,10.944,10.488,9.940,9.308,8.601,7.830,7.005,6.138,5.243,4.334,3.425,2.529,1.661,0.835,0.063,-0.642,-1.270,-1.811,-2.257,-2.602,-2.840,-2.968,-2.984,-2.887,-2.680,-2.365
26.182,26.849,27.514,28.179,28.840,29.498,30.152,30.800,31.443,32.079,32.708,33.330,33.942,34.546,35.140,35.725,36.299,36.862,37.414,37.955,38.484,39.001,39.506,39.998,40.478,40.945,41.400,41.841,42.270,42.686,43.089,43.478,43.855,44.218,44.569,44.906,45.231,45.542,45.841,46.127,46.400,46.660,46.908,47.143,47.366,47.576,47.774,47.960,48.134,48.295,48.444,48.582,48.707,48.820,48.922,49.011,49.089,49.155,49.210,49.253,49.284,49.303,49.311,49.307,49.291,49.264,49.225,49.174,49.111,49.037
-38.607,-38.005,-37.363,-36.683,-35.966,-35.212,-34.424,-33.603,-32.751,-31.869,-30.962,-30.031,-29.079,-28.110,-27.128,-26.137,-25.141,-24.144,-23.151,-22.168,-21.198,-20.248,-19.321,-18.423,-17.560,-16.734,-15.952,-15.218,-14.534,-13.906,-13.336,-12.828,-12.385,-12.008,-11.700,-11.462,-11.295,-11.201,-11.180,-11.232,-11.357,-11.554,-11.822,-12.159,-12.565,-13.036,-13.570,-14.165,-14.817,-15.523,-16.278,-17.079,-17.921,-18.800,-19.710,-20.648,-21.607,-22.583,-23.571,-24.566,-25.563,-26.558,-27.546,-28.523,-29.484,-30.428,-31.349,-32.246,-33.115,-33.955
83.309,83.197,83.115,83.067,83.055,83.081,83.143,83.238,83.361,83.508,83.672,83.848,84.031,84.215,84.397,84.573,84.739,84.895,85.039,85.169,85.286,85.387,85.475,85.547,85.605,85.648,85.677,85.691,85.691,85.677,85.648,85.605,85.547,85.474,85.387,85.285,85.169,85.039,84.895,84.739,84.572,84.396,84.215,84.030,83.848,83.671,83.507,83.360,83.237,83.143,83.081,83.055,83.067,83.115,83.197,83.310,83.448,83.606,83.779,83.960,84.144,84.327,84.505,84.676,84.836,84.985,85.120,85.242,85.350,85.442
79.296,79.221,79.154,79.096,79.048,79.009,78.982,78.965,78.960,78.966,78.983,79.011,79.050,79.099,79.158,79.225,79.301,79.384,79.473,79.568,79.668,79.771,79.878,79.986,80.095,80.204,80.313,80.420,80.526,80.629,80.729,80.825,80.918,81.006,81.089,81.167,81.240,81.308,81.369,81.425,81.475,81.519,81.556,81.587,81.612,81.630,81.642,81.647,81.646,81.638,81.624,81.604,81.577,81.543,81.503,81.458,81.406,81.348,81.284,81.214,81.139,81.059,80.974,80.884,80.790,80.693,80.591,80.487,80.381,80.273
-34.068,-33.281,-32.673,-32.269,-32.084,-32.128,-32.399,-32.884,-33.564,-34.412,-35.396,-36.479,-37.623,-38.792,-39.951,-41.068,-42.116,-43.072,-43.919,-44.641,-45.228,-45.672,-45.968,-46.112,-46.104,-45.942,-45.629,-45.168,-44.565,-43.828,-42.968,-42.000,-40.943,-39.820,-38.659,-37.491,-36.352,-35.278,-34.308,-33.477,-32.818,-32.357,-32.112,-32.094,-32.304,-32.732,-33.362,-34.168,-35.119,-36.178,-37.310,-38.476,-39.640,-40.771,-41.840,-42.824,-43.702,-44.459,-45.083,-45.567,-45.903,-46.088,-46.121,-46.001,-45.728,-45.307,-44.742,-44.040,-43.212,-42.272
-73.529,-73.532,-73.535,-73.537,-73.540,-73.543,-73.545,-73.548,-73.551,-73.554,-73.556,-73.559,-73.562,-73.565,-73.567,-73.570,-73.573,-73.576,-73.578,-73.581,-73.584,-73.587,-73.589,-73.592,-73.595,-73.598,-73.600,-73.603,-73.606,-73.609,-73.611,-73.614,-73.617,-73.620,-73.623,-73.625,-73.628,-73.631,-73.634,-73.636,-73.639,-73.642,-73.645,-73.647,-73.650,-73.653,-73.656,-73.658,-73.661,-73.664,-73.666,-73.669,-73.672,-73.674,-73.677,-73.680,-73.682,-73.685,-73.688,-73.690,-73.693,-73.696,-73.698,-73.701,-73.703,-73.706,-73.709,-73.711,-73.714,-73.716
83.239,83.264,83.298,83.341,83.393,83.452,83.516,83.586,83.660,83.736,83.813,83.891,83.968,84.044,84.116,84.186,84.251,84.312,84.368,84.418,84.463,84.501,84.533,84.559,84.578,84.590,84.595,84.593,84.585,84.569,84.547,84.518,84.483,84.442,84.394,84.341,84.283,84.220,84.152,84.081,84.007,83.931,83.853,83.776,83.699,83.624,83.552,83.484,83.422,83.367,83.319,83.280,83.251,83.231,83.223,83.225,83.237,83.261,83.294,83.336,83.387,83.445,83.509,83.578,83.652,83.727,83.805,83.883,83.960,84.035
-19.102,-19.308,-19.521,-19.740,-19.967,-20.200,-20.439,-20.684,-20.935,-21.192,-21.455,-21.723,-21.996,-22.274,-22.557,-22.845,-23.136,-23.432,-23.732,-24.035,-24.342,-24.652,-24.965,-25.281,-25.600,-25.921,-26.244,-26.568,-26.895,-27.223,-27.552,-27.882,-28.213,-28.545,-28.877,-29.210,-29.542,-29.874,-30.205,-30.537,-30.867,-31.196,-31.524,-31.851,-32.177,-32.500,-32.822,-33.142,-33.460,-33.776,-34.089,-34.399,-34.707,-35.012,-35.314,-35.614,-35.910,-36.202,-36.492,-36.777,-37.060,-37.338,-37.613,-37.884,-38.151,-38.415,-38.674,-38.929,-39.180,-39.426
-58.955,-59.429,-59.882,-60.313,-60.724,-61.113,-61.482,-61.830,-62.158,-62.466,-62.755,-63.025,-63.276,-63.508,-63.722,-63.917,-64.095,-64.255,-64.398,-64.524,-64.632,-64.723,-64.798,-64.856,-64.898,-64.922,-64.931,-64.923,-64.898,-64.857,-64.799,-64.724,-64.633,-64.525,-64.399,-64.257,-64.097,-63.919,-63.723,-63.510,-63.278,-63.027,-62.758,-62.469,-62.161,-61.833,-61.484,-61.116,-60.727,-60.317,-59.885,-59.433,-58.959,-58.463,-57.946,-57.408,-56.847,-56.266,-55.664,-55.041,-54.398,-53.736,-53.056,-52.358,-51.645,-50.917,-50.177,-49.425,-48.665,-47.899
-26.171,-25.310,-24.414,-23.490,-22.544,-21.581,-20.609,-19.636,-18.668,-17.713,-16.779,-15.874,-15.006,-14.182,-13.408,-12.693,-12.041,-11.459,-10.952,-10.523,-10.177,-9.917,-9.745,-9.662,-9.669,-9.766,-9.952,-10.225,-10.584,-11.025,-11.544,-12.137,-12.799,-13.524,-14.306,-15.137,-16.012,-16.921,-17.859,-18.816,-19.785,-20.759,-21.730,-22.691,-23.634,-24.554,-25.445,-26.301,-27.117,-27.889,-28.614,-29.287,-29.906,-30.469,-30.972,-31.416,-31.797,-32.115,-32.370,-32.560,-32.684,-32.744,-32.737,-32.666,-32.529,-32.326,-32.060,-31.729,-31.336,-30.881
60.809,60.302,59.798,59.301,58.814,58.342,57.890,57.461,57.061,56.694,56.364,56.076,55.832,55.636,55.490,55.397,55.357,55.372,55.440,55.562,55.735,55.957,56.225,56.537,56.887,57.272,57.688,58.130,58.594,59.074,59.567,60.069,60.575,61.081,61.585,62.082,62.571,63.049,63.513,63.963,64.395,64.809,65.204,65.579,65.932,66.265,66.575,66.863,67.129,67.372,67.592,67.789,67.964,68.117,68.246,68.353,68.437,68.499,68.539,68.556,68.550,68.522,68.472,68.399,68.304,68.186,68.045,67.882,67.696,67.487
-49.428,-49.333,-49.180,-48.971,-48.706,-48.385,-48.009,-47.579,-47.096,-46.563,-45.981,-45.352,-44.680,-43.969,-43.221,-42.444,-41.641,-40.820,-39.988,-39.152,-38.321,-37.503,-36.707,-35.944,-35.223,-34.552,-33.941,-33.398,-32.931,-32.546,-32.250,-32.046,-31.937,-31.926,-32.012,-32.194,-32.469,-32.834,-33.282,-33.808,-34.404,-35.061,-35.772,-36.526,-37.315,-38.128,-38.957,-39.793,-40.627,-41.451,-42.259,-43.043,-43.797,-44.518,-45.199,-45.838,-46.432,-46.976,-47.471,-47.913,-48.302,-48.636,-48.914,-49.137,-49.302,-49.411,-49.463,-49.458,-49.395,-49.276
60.160,59.933,59.595,59.146,58.584,57.911,57.126,56.232,55.233,54.135,52.948,51.684,50.363,49.007,47.643,46.306,45.029,43.853,42.816,41.954,41.300,40.879,40.707,40.792,41.130,41.707,42.502,43.483,44.616,45.863,47.184,48.542,49.905,51.241,52.526,53.741,54.871,55.904,56.834,57.656,58.368,58.967,59.455,59.831,60.095,60.250,60.294,60.228,60.051,59.764,59.366,58.856,58.234,57.500,56.656,55.705,54.651,53.503,52.273,50.976,49.632,48.268,46.915,45.605,44.378,43.273,42.326,41.573,41.042,40.754
-38.401,-39.361,-40.441,-41.610,-42.838,-44.093,-45.349,-46.581,-47.767,-48.890,-49.935,-50.892,-51.752,-52.510,-53.161,-53.703,-54.135,-54.455,-54.662,-54.758,-54.741,-54.612,-54.371,-54.017,-53.553,-52.978,-52.294,-51.505,-50.615,-49.631,-48.561,-47.418,-46.216,-44.975,-43.716,-42.466,-41.253,-40.107,-39.060,-38.141,-37.380,-36.800,-36.420,-36.253,-36.305,-36.574,-37.051,-37.719,-38.558,-39.541,-40.639,-41.821,-43.055,-44.313,-45.567,-46.792,-47.968,-49.078,-50.109,-51.049,-51.892,-52.631,-53.263,-53.786,-54.198,-54.499,-54.687,-54.763,-54.727,-54.578
31.472,30.562,29.803,29.227,28.855,28.702,28.775,29.071,29.577,30.274,31.134,32.125,33.210,34.352,35.514,36.661,37.761,38.787,39.714,40.525,41.204,41.741,42.126,42.355,42.424,42.333,42.083,41.677,41.121,40.424,39.596,38.654,37.617,36.509,35.359,34.197,33.060,31.986,31.010,30.170,29.497,29.018,28.752,28.709,28.892,29.293,29.895,30.676,31.604,32.645,33.763,34.920,36.078,37.206,38.273,39.253,40.126,40.874,41.485,41.948,42.258,42.409,42.400,42.231,41.904,41.424,40.798,40.035,39.149,38.158
45.724,46.949,48.128,49.250,50.307,51.291,52.197,53.023,53.765,54.423,54.996,55.484,55.886,56.204,56.437,56.586,56.652,56.634,56.532,56.347,56.077,55.723,55.284,54.759,54.150,53.455,52.677,51.816,50.876,49.860,48.774,47.626,46.425,45.184,43.917,42.641,41.376,40.142,38.961,37.858,36.855,35.973,35.233,34.653,34.246,34.023,33.988,34.143,34.483,35.002,35.685,36.516,37.478,38.547,39.702,40.919,42.176,43.450,44.722,45.975,47.192,48.360,49.470,50.512,51.481,52.371,53.180,53.905,54.546,55.102
84.540,84.278,84.010,83.749,83.506,83.298,83.138,83.039,83.009,83.052,83.163,83.334,83.550,83.797,84.061,84.328,84.588,84.833,85.059,85.262,85.439,85.591,85.717,85.818,85.893,85.943,85.969,85.970,85.947,85.900,85.828,85.731,85.608,85.460,85.285,85.086,84.863,84.619,84.361,84.094,83.830,83.580,83.359,83.182,83.062,83.011,83.031,83.122,83.275,83.478,83.717,83.977,84.244,84.507,84.758,84.991,85.201,85.386,85.546,85.680,85.789,85.872,85.930,85.963,85.972,85.957,85.918,85.854,85.764,85.650
23.979,24.987,25.989,26.976,27.938,28.868,29.758,30.601,31.392,32.126,32.798,33.404,33.943,34.411,34.806,35.126,35.371,35.540,35.632,35.646,35.584,35.444,35.228,34.935,34.568,34.128,33.616,33.034,32.387,31.676,30.906,30.081,29.208,28.293,27.342,26.363,25.366,24.359,23.352,22.356,21.381,20.437,19.537,18.688,17.903,17.190,16.557,16.013,15.563,15.213,14.968,14.830,14.801,14.881,15.069,15.364,15.761,16.256,16.842,17.514,18.262,19.077,19.951,20.873,21.833,22.819,23.822,24.830,25.834,26.823
65.240,65.243,65.246,65.249,65.252,65.254,65.257,65.259,65.261,65.263,65.264,65.266,65.267,65.268,65.269,65.270,65.271,65.271,65.272,65.272,65.272,65.271,65.271,65.271,65.270,65.269,65.268,65.267,65.265,65.264,65.262,65.260,65.258,65.256,65.253,65.251,65.248,65.245,65.242,65.238,65.235,65.231,65.228,65.224,65.220,65.215,65.211,65.206,65.201,65.197,65.191,65.186,65.181,65.175,65.169,65.163,65.157,65.151,65.144,65.138,65.131,65.124,65.117,65.110,65.102,65.095,65.087,65.079,65.071,65.063
-6.574,-7.034,-7.426,-7.747,-7.997,-8.173,-8.274,-8.300,-8.250,-8.125,-7.926,-7.653,-7.309,-6.895,-6.415,-5.871,-5.267,-4.607,-3.896,-3.138,-2.340,-1.507,-0.645,0.238,1.137,2.045,2.954,3.857,4.748,5.620,6.467,7.281,8.058,8.792,9.478,10.111,10.688,11.204,11.657,12.044,12.363,12.611,12.787,12.891,12.922,12.880,12.764,12.577,12.317,11.988,11.591,11.128,10.602,10.016,9.374,8.680,7.939,7.156,6.336,5.485,4.610,3.716,2.812,1.902,0.996,0.099,-0.782,-1.640,-2.467,-3.260
-83.815,-84.048,-84.254,-84.432,-84.583,-84.706,-84.804,-84.875,-84.922,-84.943,-84.939,-84.911,-84.858,-84.779,-84.674,-84.543,-84.384,-84.198,-83.985,-83.744,-83.478,-83.188,-82.878,-82.555,-82.227,-81.904,-81.599,-81.327,-81.104,-80.942,-80.854,-80.845,-80.916,-81.062,-81.273,-81.535,-81.833,-82.153,-82.482,-82.807,-83.120,-83.415,-83.687,-83.933,-84.153,-84.345,-84.510,-84.647,-84.758,-84.842,-84.901,-84.935,-84.944,-84.929,-84.888,-84.822,-84.730,-84.613,-84.468,-84.296,-84.097,-83.870,-83.616,-83.338,-83.037,-82.720,-82.393,-82.066,-81.750,-81.460
-4.619,-4.601,-4.603,-4.625,-4.665,-4.724,-4.800,-4.891,-4.995,-5.109,-5.232,-5.360,-5.491,-5.621,-5.749,-5.869,-5.982,-6.082,-6.170,-6.241,-6.296,-6.332,-6.349,-6.347,-6.325,-6.285,-6.226,-6.150,-6.060,-5.956,-5.842,-5.719,-5.591,-5.460,-5.330,-5.202,-5.081,-4.969,-4.868,-4.781,-4.709,-4.654,-4.618,-4.601,-4.603,-4.626,-4.667,-4.726,-4.802,-4.893,-4.997,-5.112,-5.235,-5.364,-5.494,-5.625,-5.752,-5.872,-5.984,-6.085,-6.172,-6.243,-6.297,-6.333,-6.350,-6.347,-6.324,-6.283,-6.224,-6.148
-71.333,-71.333,-71.333,-71.333,-71.333,-71.332,-71.332,-71.332,-71.332,-71.332,-71.331,-71.331,-71.331,-71.331,-71.331,-71.331,-71.330,-71.330,-71.330,-71.330,-71.330,-71.330,-71.330,-71.329,-71.329,-71.329,-71.329,-71.329,-71.329,-71.329,-71.329,-71.328,-71.328,-71.328,-71.328,-71.328,-71.328,-71.328,-71.328,-71.328,-71.327,-71.327,-71.327,-71.327,-71.327,-71.327,-71.327,-71.327,-71.327,-71.327,-71.327,-71.327,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326,-71.326
8.912,8.384,7.762,7.058,6.284,5.453,4.579,3.680,2.770,1.868,0.989,0.149,-0.635,-1.351,-1.984,-2.523,-2.960,-3.285,-3.495,-3.584,-3.552,-3.400,-3.129,-2.744,-2.252,-1.662,-0.985,-0.231,0.584,1.446,2.340,3.248,4.154,5.042,5.895,6.698,7.437,8.099,8.673,9.150,9.520,9.780,9.924,9.949,9.857,9.648,9.325,8.894,8.362,7.737,7.030,6.253,5.420,4.546,3.646,2.736,1.834,0.956,0.119,-0.664,-1.376,-2.006,-2.541,-2.974,-3.295,-3.500,-3.585,-3.549,-3.392,-3.116
15.088,15.070,15.054,15.039,15.025,15.013,15.002,14.993,14.985,14.979,14.975,14.972,14.971,14.971,14.974,14.978,14.984,14.991,15.000,15.010,15.022,15.036,15.050,15.066,15.083,15.102,15.121,15.141,15.161,15.183,15.204,15.226,15.249,15.271,15.293,15.315,15.337,15.358,15.379,15.399,15.419,15.437,15.455,15.471,15.486,15.500,15.512,15.523,15.532,15.540,15.547,15.551,15.554,15.555,15.555,15.553,15.549,15.543,15.536,15.527,15.517,15.505,15.492,15.478,15.462,15.445,15.427,15.408,15.388,15.368
-45.012,-45.257,-45.499,-45.737,-45.967,-46.189,-46.401,-46.601,-46.788,-46.960,-47.117,-47.258,-47.381,-47.487,-47.573,-47.641,-47.688,-47.716,-47.724,-47.711,-47.679,-47.627,-47.555,-47.464,-47.354,-47.226,-47.082,-46.921,-46.745,-46.554,-46.352,-46.137,-45.913,-45.681,-45.442,-45.199,-44.953,-44.707,-44.461,-44.220,-43.983,-43.755,-43.536,-43.329,-43.135,-42.958,-42.797,-42.656,-42.535,-42.436,-42.359,-42.305,-42.276,-42.271,-42.290,-42.334,-42.401,-42.491,-42.603,-42.736,-42.889,-43.060,-43.247,-43.448,-43.663,-43.887,-44.121,-44.361,-44.605,-44.851
-63.612,-62.480,-61.239,-59.897,-58.466,-56.967,-55.426,-53.878,-52.365,-50.939,-49.651,-48.556,-47.703,-47.134,-46.877,-46.945,-47.335,-48.027,-48.987,-50.169,-51.521,-52.990,-54.523,-56.073,-57.601,-59.074,-60.469,-61.770,-62.967,-64.053,-65.027,-65.889,-66.642,-67.290,-67.834,-68.280,-68.629,-68.886,-69.051,-69.127,-69.114,-69.011,-68.819,-68.535,-68.157,-67.683,-67.108,-66.429,-65.644,-64.748,-63.741,-62.622,-61.393,-60.063,-58.642,-57.150,-55.612,-54.063,-52.544,-51.104,-49.797,-48.676,-47.791,-47.186,-46.891,-46.920,-47.272,-47.929,-48.859,-50.017
1.645,1.626,1.464,1.161,0.727,0.171,-0.493,-1.247,-2.073,-2.949,-3.853,-4.763,-5.654,-6.504,-7.293,-8.000,-8.610,-9.107,-9.481,-9.722,-9.824,-9.787,-9.610,-9.298,-8.857,-8.299,-7.635,-6.882,-6.058,-5.183,-4.279,-3.370,-2.478,-1.626,-0.835,-0.127,0.481,0.974,1.339,1.568,1.655,1.597,1.396,1.057,0.588,0.002,-0.688,-1.464,-2.305,-3.191,-4.099,-5.006,-5.888,-6.724,-7.492,-8.175,-8.756,-9.221,-9.559,-9.763,-9.828,-9.753,-9.539,-9.191,-8.718,-8.129,-7.440,-6.666,-5.826,-4.941
-46.811,-48.130,-49.414,-50.648,-51.819,-52.918,-53.938,-54.874,-55.723,-56.482,-57.152,-57.732,-58.222,-58.623,-58.936,-59.162,-59.302,-59.354,-59.321,-59.201,-58.995,-58.701,-58.319,-57.849,-57.290,-56.640,-55.901,-55.072,-54.156,-53.154,-52.072,-50.916,-49.696,-48.422,-47.109,-45.777,-44.445,-43.137,-41.879,-40.699,-39.625,-38.682,-37.895,-37.287,-36.873,-36.665,-36.670,-36.887,-37.311,-37.928,-38.722,-39.672,-40.752,-41.936,-43.196,-44.506,-45.838,-47.171,-48.482,-49.753,-50.971,-52.124,-53.202,-54.200,-55.112,-55.937,-56.672,-57.318,-57.873,-58.339
-86.943,-86.943,-86.944,-86.944,-86.944,-86.945,-86.945,-86.946,-86.946,-86.947,-86.947,-86.948,-86.948,-86.949,-86.949,-86.950,-86.951,-86.951,-86.952,-86.953,-86.954,-86.954,-86.955,-86.956,-86.957,-86.958,-86.959,-86.960,-86.961,-86.961,-86.962,-86.963,-86.964,-86.965,-86.966,-86.967,-86.969,-86.970,-86.971,-86.972,-86.973,-86.974,-86.975,-86.976,-86.977,-86.979,-86.980,-86.981,-86.982,-86.983,-86.984,-86.986,-86.987,-86.988,-86.989,-86.990,-86.992,-86.993,-86.994,-86.995,-86.997,-86.998,-86.999,-87.000,-87.001,-87.003,-87.004,-87.005,-87.006,-87.007
-17.112,-18.056,-18.989,-19.905,-20.798,-21.662,-22.490,-23.278,-24.022,-24.717,-25.360,-25.948,-26.478,-26.948,-27.356,-27.701,-27.980,-28.194,-28.341,-28.421,-28.434,-28.379,-28.257,-28.069,-27.814,-27.494,-27.110,-26.663,-26.155,-25.589,-24.966,-24.290,-23.564,-22.792,-21.978,-21.128,-20.245,-19.337,-18.409,-17.469,-16.522,-15.577,-14.640,-13.719,-12.822,-11.957,-11.129,-10.347,-9.616,-8.944,-8.335,-7.794,-7.327,-6.937,-6.626,-6.399,-6.255,-6.198,-6.226,-6.340,-6.539,-6.822,-7.185,-7.627,-8.143,-8.729,-9.381,-10.092,-10.858,-11.671
-72.256,-72.203,-72.150,-72.095,-72.040,-71.984,-71.928,-71.871,-71.814,-71.757,-71.700,-71.643,-71.587,-71.530,-71.474,-71.419,-71.365,-71.311,-71.258,-71.207,-71.157,-71.108,-71.060,-71.015,-70.971,-70.929,-70.889,-70.851,-70.816,-70.782,-70.752,-70.723,-70.697,-70.674,-70.654,-70.636,-70.622,-70.610,-70.601,-70.595,-70.592,-70.592,-70.595,-70.600,-70.609,-70.621,-70.636,-70.653,-70.673,-70.697,-70.722,-70.750,-70.781,-70.814,-70.850,-70.888,-70.928,-70.969,-71.013,-71.059,-71.106,-71.155,-71.205,-71.256,-71.309,-71.363,-71.417,-71.472,-71.528,-71.585
-56.059,-55.555,-54.896,-54.087,-53.136,-52.056,-50.865,-49.590,-48.262,-46.922,-45.617,-44.400,-43.325,-42.444,-41.802,-41.434,-41.360,-41.585,-42.096,-42.865,-43.851,-45.005,-46.273,-47.602,-48.942,-50.248,-51.483,-52.620,-53.637,-54.517,-55.251,-55.831,-56.254,-56.517,-56.618,-56.559,-56.338,-55.957,-55.418,-54.724,-53.881,-52.899,-51.792,-50.579,-49.288,-47.954,-46.618,-45.328,-44.139,-43.104,-42.274,-41.692,-41.390,-41.385,-41.678,-42.251,-43.074,-44.103,-45.288,-46.575,-47.910,-49.246,-50.538,-51.754,-52.865,-53.851,-54.699,-55.398,-55.942,-56.328
-39.715,-38.980,-38.220,-37.434,-36.623,-35.789,-34.932,-34.053,-33.154,-32.236,-31.301,-30.351,-29.387,-28.412,-27.429,-26.439,-25.445,-24.451,-23.458,-22.471,-21.491,-20.522,-19.568,-18.630,-17.713,-16.820,-15.952,-15.114,-14.307,-13.535,-12.801,-12.105,-11.451,-10.840,-10.275,-9.758,-9.288,-8.869,-8.501,-8.185,-7.922,-7.713,-7.558,-7.458,-7.413,-7.423,-7.488,-7.609,-7.783,-8.012,-8.295,-8.630,-9.017,-9.455,-9.942,-10.478,-11.059,-11.686,-12.356,-13.066,-13.815,-14.600,-15.418,-16.267,-17.145,-18.048,-18.972,-19.916,-20.876,-21.850
48.673,48.672,48.672,48.671,48.671,48.670,48.670,48.669,48.669,48.668,48.668,48.667,48.667,48.666,48.666,48.665,48.665,48.664,48.664,48.663,48.663,48.662,48.662,48.662,48.661,48.661,48.660,48.660,48.660,48.659,48.659,48.658,48.658,48.658,48.657,48.657,48.657,48.656,48.656,48.656,48.655,48.655,48.655,48.654,48.654,48.654,48.654,48.653,48.653,48.653,48.652,48.652,48.652,48.652,48.652,48.651,48.651,48.651,48.651,48.650,48.650,48.650,48.650,48.650,48.650,48.649,48.649,48.649,48.649,48.649
