Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
-84.460,-84.432,-84.402,-84.370,-84.336,-84.303,-84.270,-84.239,-84.211,-84.186,-84.165,-84.149,-84.138,-84.133,-84.134,-84.140,-84.153,-84.170,-84.192,-84.218,-84.247,-84.279,-84.312,-84.345,-84.378,-84.410,-84.440,-84.467,-84.490,-84.510,-84.525,-84.536,-84.542,-84.543,-84.538,-84.529,-84.515,-84.496,-84.474,-84.448,-84.419,-84.387,-84.354,-84.321,-84.288,-84.256,-84.226,-84.199,-84.176,-84.157,-84.143,-84.135,-84.133,-84.136,-84.145,-84.160,-84.179,-84.203,-84.231,-84.261,-84.294,-84.327,-84.360,-84.393,-84.424,-84.452,-84.478,-84.500,-84.518,-84.531
16.738,16.449,16.129,15.779,15.400,14.991,14.552,14.085,13.588,13.064,12.512,11.932,11.326,10.693,10.036,9.353,8.647,7.918,7.168,6.397,5.606,4.797,3.970,3.129,2.273,1.404,0.525,-0.364,-1.261,-2.164,-3.072,-3.982,-4.893,-5.803,-6.711,-7.615,-8.513,-9.404,-10.285,-11.156,-12.015,-12.861,-13.692,-14.507,-15.305,-16.085,-16.846,-17.587,-18.307,-19.005,-19.680,-20.333,-20.962,-21.567,-22.148,-22.703,-23.234,-23.739,-24.218,-24.671,-25.099,-25.500,-25.875,-26.223,-26.545,-26.841,-27.110,-27.353,-27.569,-27.758
-50.923,-50.934,-50.944,-50.955,-50.966,-50.977,-50.987,-50.998,-51.009,-51.019,-51.030,-51.040,-51.051,-51.062,-51.072,-51.083,-51.093,-51.104,-51.114,-51.124,-51.135,-51.145,-51.155,-51.166,-51.176,-51.186,-51.196,-51.206,-51.216,-51.226,-51.236,-51.246,-51.256,-51.266,-51.276,-51.286,-51.295,-51.305,-51.315,-51.324,-51.334,-51.343,-51.352,-51.362,-51.371,-51.380,-51.390,-51.399,-51.408,-51.417,-51.426,-51.435,-51.444,-51.452,-51.461,-51.470,-51.478,-51.487,-51.495,-51.504,-51.512,-51.520,-51.528,-51.536,-51.544,-51.552,-51.560,-51.568,-51.576,-51.583
-63.884,-64.578,-65.093,-65.433,-65.600,-65.595,-65.419,-65.069,-64.544,-63.841,-62.958,-61.895,-60.659,-59.261,-57.723,-56.084,-54.395,-52.727,-51.166,-49.807,-48.741,-48.050,-47.789,-47.979,-48.604,-49.615,-50.934,-52.470,-54.126,-55.817,-57.468,-59.025,-60.447,-61.710,-62.801,-63.712,-64.444,-64.997,-65.375,-65.579,-65.611,-65.471,-65.159,-64.671,-64.007,-63.162,-62.138,-60.939,-59.574,-58.064,-56.442,-54.758,-53.079,-51.488,-50.077,-48.941,-48.164,-47.807,-47.900,-48.435,-49.369,-50.630,-52.126,-53.765,-55.455,-57.120,-58.701,-60.154,-61.453,-62.581
-67.795,-67.810,-67.825,-67.840,-67.855,-67.869,-67.883,-67.897,-67.910,-67.923,-67.935,-67.947,-67.958,-67.968,-67.978,-67.987,-67.996,-68.004,-68.011,-68.018,-68.024,-68.029,-68.033,-68.037,-68.040,-68.042,-68.043,-68.043,-68.043,-68.042,-68.040,-68.037,-68.034,-68.030,-68.025,-68.019,-68.013,-68.005,-67.998,-67.989,-67.980,-67.970,-67.960,-67.949,-67.937,-67.925,-67.912,-67.899,-67.886,-67.872,-67.857,-67.843,-67.828,-67.813,-67.797,-67.782,-67.766,-67.750,-67.734,-67.718,-67.702,-67.686,-67.671,-67.655,-67.640,-67.624,-67.609,-67.595,-67.580,-67.566
27.620,26.841,26.030,25.189,24.322,23.431,22.520,21.591,20.649,19.698,18.741,17.784,16.830,15.884,14.951,14.036,13.143,12.276,11.440,10.640,9.879,9.161,8.491,7.870,7.302,6.791,6.338,5.946,5.616,5.350,5.149,5.014,4.946,4.945,5.011,5.144,5.343,5.607,5.935,6.326,6.777,7.287,7.853,8.472,9.141,9.858,10.617,11.417,12.251,13.117,14.010,14.925,15.857,16.802,17.756,18.713,19.670,20.622,21.564,22.493,23.405,24.297,25.165,26.006,26.818,27.598,28.343,29.053,29.726,30.359
-52.083,-52.601,-53.067,-53.481,-53.844,-54.157,-54.419,-54.631,-54.793,-54.906,-54.970,-54.985,-54.951,-54.868,-54.736,-54.554,-54.323,-54.041,-53.709,-53.326,-52.892,-52.406,-51.868,-51.277,-50.634,-49.939,-49.192,-48.394,-47.546,-46.650,-45.707,-44.720,-43.694,-42.631,-41.538,-40.420,-39.284,-38.138,-36.989,-35.847,-34.723,-33.625,-32.565,-31.553,-30.599,-29.714,-28.908,-28.190,-27.567,-27.047,-26.636,-26.338,-26.158,-26.097,-26.155,-26.333,-26.628,-27.037,-27.555,-28.176,-28.892,-29.697,-30.580,-31.532,-32.543,-33.602,-34.699,-35.823,-36.965,-38.113
41.267,42.429,43.664,44.927,46.176,47.376,48.495,49.510,50.404,51.161,51.773,52.233,52.538,52.685,52.673,52.501,52.172,51.687,51.052,50.273,49.360,48.327,47.193,45.984,44.730,43.469,42.242,41.095,40.076,39.228,38.590,38.195,38.060,38.193,38.587,39.222,40.069,41.088,42.233,43.460,44.721,45.975,47.185,48.319,49.353,50.267,51.047,51.683,52.169,52.499,52.672,52.685,52.540,52.236,51.777,51.166,50.409,49.517,48.503,47.384,46.185,44.936,43.673,42.438,41.275,40.231,39.352,38.678,38.242,38.063
-18.794,-19.651,-20.481,-21.282,-22.049,-22.782,-23.476,-24.130,-24.743,-25.312,-25.836,-26.313,-26.744,-27.126,-27.459,-27.743,-27.977,-28.160,-28.292,-28.374,-28.404,-28.384,-28.312,-28.190,-28.016,-27.792,-27.518,-27.195,-26.822,-26.401,-25.933,-25.418,-24.857,-24.253,-23.607,-22.920,-22.195,-21.434,-20.640,-19.815,-18.963,-18.087,-17.191,-16.279,-15.355,-14.423,-13.488,-12.554,-11.627,-10.710,-9.810,-8.930,-8.075,-7.250,-6.459,-5.706,-4.995,-4.330,-3.714,-3.150,-2.640,-2.189,-1.796,-1.465,-1.197,-0.993,-0.854,-0.780,-0.773,-0.831
62.756,63.029,63.234,63.372,63.444,63.449,63.389,63.262,63.069,62.808,62.478,62.078,61.606,61.062,60.444,59.749,58.979,58.130,57.205,56.204,55.129,53.985,52.776,51.512,50.202,48.860,47.502,46.147,44.816,43.533,42.323,41.210,40.219,39.374,38.695,38.199,37.898,37.801,37.910,38.221,38.728,39.417,40.271,41.269,42.387,43.603,44.889,46.221,47.577,48.935,50.275,51.583,52.845,54.050,55.191,56.262,57.259,58.179,59.023,59.790,60.480,61.094,61.634,62.102,62.498,62.824,63.081,63.271,63.394,63.451
6.273,6.709,7.268,7.938,8.700,9.536,10.426,11.346,12.274,13.189,14.069,14.893,15.643,16.304,16.861,17.304,17.622,17.811,17.866,17.786,17.574,17.232,16.769,16.192,15.514,14.748,13.913,13.025,12.106,11.178,10.261,9.380,8.556,7.809,7.158,6.620,6.208,5.932,5.800,5.814,5.975,6.278,6.715,7.277,7.947,8.711,9.548,10.438,11.358,12.287,13.201,14.080,14.903,15.653,16.312,16.868,17.309,17.625,17.812,17.866,17.784,17.570,17.227,16.762,16.183,15.504,14.738,13.901,13.013,12.094
-41.092,-40.108,-39.079,-38.014,-36.922,-35.812,-34.697,-33.589,-32.501,-31.447,-30.441,-29.498,-28.630,-27.852,-27.174,-26.607,-26.161,-25.842,-25.655,-25.604,-25.689,-25.909,-26.260,-26.737,-27.332,-28.035,-28.837,-29.725,-30.685,-31.704,-32.767,-33.862,-34.973,-36.088,-37.194,-38.281,-39.338,-40.356,-41.328,-42.247,-43.109,-43.908,-44.641,-45.305,-45.899,-46.421,-46.869,-47.244,-47.544,-47.769,-47.920,-47.995,-47.995,-47.920,-47.771,-47.546,-47.246,-46.872,-46.424,-45.903,-45.310,-44.646,-43.914,-43.115,-42.254,-41.335,-40.364,-39.346,-38.289,-37.203
46.396,46.397,46.399,46.400,46.402,46.404,46.405,46.407,46.408,46.410,46.411,46.413,46.415,46.416,46.418,46.419,46.421,46.422,46.424,46.426,46.427,46.429,46.430,46.432,46.433,46.435,46.437,46.438,46.440,46.441,46.443,46.445,46.446,46.448,46.449,46.451,46.452,46.454,46.456,46.457,46.459,46.460,46.462,46.464,46.465,46.467,46.468,46.470,46.472,46.473,46.475,46.476,46.478,46.480,46.481,46.483,46.484,46.486,46.488,46.489,46.491,46.492,46.494,46.496,46.497,46.499,46.501,46.502,46.504,46.505
62.917,62.918,62.919,62.920,62.920,62.921,62.922,62.923,62.923,62.924,62.925,62.925,62.926,62.927,62.927,62.928,62.929,62.930,62.930,62.931,62.932,62.932,62.933,62.934,62.935,62.935,62.936,62.937,62.937,62.938,62.939,62.939,62.940,62.941,62.941,62.942,62.943,62.944,62.944,62.945,62.946,62.946,62.947,62.948,62.948,62.949,62.950,62.950,62.951,62.952,62.952,62.953,62.954,62.954,62.955,62.956,62.956,62.957,62.958,62.958,62.959,62.960,62.960,62.961,62.962,62.962,62.963,62.964,62.964,62.965
-5.907,-5.557,-5.275,-5.062,-4.919,-4.847,-4.846,-4.917,-5.058,-5.270,-5.552,-5.901,-6.315,-6.793,-7.332,-7.929,-8.581,-9.283,-10.032,-10.824,-11.654,-12.516,-13.407,-14.321,-15.252,-16.196,-17.147,-18.100,-19.050,-19.993,-20.922,-21.835,-22.726,-23.592,-24.430,-25.236,-26.007,-26.740,-27.434,-28.086,-28.695,-29.258,-29.775,-30.245,-30.666,-31.038,-31.360,-31.632,-31.853,-32.023,-32.141,-32.209,-32.224,-32.189,-32.102,-31.963,-31.773,-31.533,-31.241,-30.900,-30.509,-30.069,-29.581,-29.046,-28.465,-27.839,-27.171,-26.461,-25.713,-24.928
-54.787,-56.369,-57.919,-59.395,-60.764,-62.004,-63.105,-64.059,-64.866,-65.525,-66.040,-66.414,-66.647,-66.744,-66.703,-66.525,-66.208,-65.751,-65.150,-64.403,-63.509,-62.467,-61.281,-59.963,-58.527,-57.002,-55.427,-53.852,-52.343,-50.970,-49.808,-48.927,-48.385,-48.219,-48.441,-49.034,-49.958,-51.155,-52.552,-54.075,-55.653,-57.224,-58.739,-60.159,-61.460,-62.625,-63.646,-64.519,-65.245,-65.825,-66.262,-66.559,-66.717,-66.738,-66.622,-66.369,-65.975,-65.440,-64.759,-63.932,-62.956,-61.835,-60.575,-59.190,-57.701,-56.143,-54.561,-53.014,-51.569,-50.303
-52.972,-53.251,-53.506,-53.739,-53.949,-54.137,-54.302,-54.446,-54.568,-54.669,-54.748,-54.806,-54.843,-54.859,-54.853,-54.827,-54.779,-54.709,-54.619,-54.507,-54.373,-54.218,-54.041,-53.841,-53.619,-53.375,-53.107,-52.817,-52.502,-52.164,-51.801,-51.414,-51.002,-50.565,-50.101,-49.612,-49.097,-48.555,-47.986,-47.390,-46.767,-46.117,-45.439,-44.734,-44.002,-43.242,-42.456,-41.644,-40.807,-39.944,-39.059,-38.150,-37.220,-36.271,-35.303,-34.320,-33.322,-32.313,-31.296,-30.272,-29.244,-28.217,-27.192,-26.174,-25.166,-24.171,-23.193,-22.236,-21.302,-20.395
-75.759,-75.563,-75.246,-74.802,-74.223,-73.497,-72.613,-71.560,-70.326,-68.906,-67.304,-65.539,-63.654,-61.719,-59.840,-58.148,-56.791,-55.906,-55.590,-55.881,-56.745,-58.085,-59.766,-61.640,-63.575,-65.464,-67.234,-68.843,-70.271,-71.512,-72.573,-73.464,-74.196,-74.781,-75.230,-75.552,-75.753,-75.837,-75.806,-75.659,-75.394,-75.004,-74.483,-73.820,-73.004,-72.023,-70.866,-69.524,-67.997,-66.298,-64.456,-62.531,-60.614,-58.826,-57.310,-56.212,-55.649,-55.686,-56.318,-57.473,-59.028,-60.839,-62.763,-64.682,-66.509,-68.190,-69.695,-71.014,-72.150,-73.110
65.464,65.398,65.170,64.777,64.218,63.492,62.597,61.537,60.320,58.959,57.482,55.926,54.343,52.802,51.380,50.164,49.234,48.658,48.479,48.712,49.339,50.312,51.560,53.002,54.553,56.136,57.685,59.148,60.491,61.688,62.726,63.598,64.303,64.839,65.210,65.417,65.460,65.341,65.058,64.610,63.995,63.212,62.262,61.149,59.881,58.479,56.970,55.398,53.821,52.311,50.949,49.819,49.000,48.553,48.511,48.879,49.628,50.701,52.023,53.510,55.080,56.658,58.184,59.610,60.906,62.052,63.035,63.852,64.500,64.981
-19.138,-19.131,-19.124,-19.116,-19.109,-19.102,-19.095,-19.087,-19.080,-19.072,-19.065,-19.057,-19.050,-19.042,-19.034,-19.026,-19.019,-19.011,-19.003,-18.995,-18.987,-18.979,-18.971,-18.963,-18.955,-18.947,-18.939,-18.930,-18.922,-18.914,-18.905,-18.897,-18.889,-18.880,-18.872,-18.863,-18.854,-18.846,-18.837,-18.828,-18.820,-18.811,-18.802,-18.793,-18.784,-18.776,-18.767,-18.758,-18.749,-18.740,-18.730,-18.721,-18.712,-18.703,-18.694,-18.684,-18.675,-18.666,-18.656,-18.647,-18.638,-18.628,-18.619,-18.609,-18.600,-18.590,-18.580,-18.571,-18.561,-18.551
-30.908,-31.685,-32.575,-33.560,-34.622,-35.740,-36.896,-38.070,-39.245,-40.404,-41.532,-42.617,-43.649,-44.617,-45.515,-46.337,-47.079,-47.736,-48.308,-48.791,-49.186,-49.491,-49.705,-49.830,-49.863,-49.806,-49.658,-49.420,-49.092,-48.674,-48.167,-47.573,-46.893,-46.130,-45.288,-44.371,-43.385,-42.339,-41.241,-40.104,-38.939,-37.763,-36.592,-35.444,-34.339,-33.295,-32.333,-31.471,-30.726,-30.114,-29.648,-29.338,-29.191,-29.209,-29.392,-29.737,-30.235,-30.877,-31.649,-32.534,-33.515,-34.574,-35.691,-36.845,-38.019,-39.193,-40.353,-41.483,-42.571,-43.605
-79.026,-79.015,-78.989,-78.947,-78.891,-78.820,-78.735,-78.638,-78.530,-78.413,-78.288,-78.157,-78.024,-77.889,-77.757,-77.630,-77.510,-77.402,-77.307,-77.228,-77.168,-77.128,-77.108,-77.111,-77.135,-77.180,-77.245,-77.328,-77.426,-77.537,-77.658,-77.787,-77.920,-78.054,-78.188,-78.317,-78.441,-78.556,-78.661,-78.756,-78.837,-78.905,-78.958,-78.996,-79.019,-79.026,-79.017,-78.992,-78.952,-78.896,-78.827,-78.743,-78.647,-78.540,-78.424,-78.299,-78.169,-78.036,-77.901,-77.769,-77.641,-77.521,-77.411,-77.315,-77.235,-77.173,-77.130,-77.109,-77.110,-77.132
-87.826,-87.825,-87.824,-87.824,-87.823,-87.823,-87.823,-87.823,-87.822,-87.822,-87.822,-87.822,-87.823,-87.823,-87.823,-87.824,-87.824,-87.825,-87.825,-87.826,-87.827,-87.827,-87.828,-87.829,-87.830,-87.831,-87.831,-87.832,-87.833,-87.834,-87.835,-87.836,-87.836,-87.837,-87.838,-87.838,-87.839,-87.839,-87.840,-87.840,-87.840,-87.841,-87.841,-87.841,-87.841,-87.841,-87.840,-87.840,-87.840,-87.840,-87.839,-87.838,-87.838,-87.837,-87.837,-87.836,-87.835,-87.834,-87.833,-87.833,-87.832,-87.831,-87.830,-87.829,-87.828,-87.828,-87.827,-87.826,-87.825,-87.825
-34.645,-34.647,-34.650,-34.652,-34.654,-34.656,-34.658,-34.660,-34.662,-34.664,-34.666,-34.667,-34.669,-34.671,-34.672,-34.674,-34.675,-34.677,-34.678,-34.679,-34.680,-34.682,-34.683,-34.684,-34.685,-34.686,-34.686,-34.687,-34.688,-34.689,-34.689,-34.690,-34.690,-34.691,-34.691,-34.691,-34.691,-34.692,-34.692,-34.692,-34.692,-34.691,-34.691,-34.691,-34.691,-34.690,-34.690,-34.690,-34.689,-34.689,-34.688,-34.687,-34.686,-34.686,-34.685,-34.684,-34.683,-34.682,-34.680,-34.679,-34.678,-34.677,-34.675,-34.674,-34.672,-34.671,-34.669,-34.667,-34.666,-34.664
26.522,25.822,25.038,24.181,23.265,22.307,21.325,20.336,19.361,18.420,17.533,16.720,15.997,15.381,14.887,14.525,14.304,14.228,14.300,14.518,14.876,15.367,15.980,16.700,17.512,18.397,19.337,20.311,21.300,22.283,23.241,24.158,25.017,25.804,26.506,27.113,27.617,28.010,28.289,28.448,28.486,28.403,28.200,27.879,27.444,26.901,26.258,25.523,24.709,23.827,22.893,21.923,20.936,19.950,18.986,18.064,17.204,16.424,15.741,15.172,14.728,14.421,14.256,14.239,14.368,14.642,15.054,15.594,16.251,17.009
11.809,12.270,12.667,12.997,13.259,13.451,13.572,13.622,13.600,13.506,13.342,13.108,12.804,12.433,11.997,11.498,10.939,10.324,9.655,8.938,8.177,7.376,6.542,5.680,4.797,3.898,2.990,2.080,1.176,0.282,-0.593,-1.444,-2.264,-3.048,-3.789,-4.483,-5.125,-5.711,-6.236,-6.697,-7.092,-7.419,-7.674,-7.857,-7.966,-8.001,-7.962,-7.849,-7.662,-7.403,-7.073,-6.674,-6.209,-5.680,-5.091,-4.447,-3.750,-3.006,-2.220,-1.398,-0.546,0.331,1.225,2.130,3.040,3.947,4.846,5.728,6.589,7.421
35.094,34.215,33.344,32.492,31.666,30.876,30.130,29.438,28.808,28.247,27.762,27.360,27.045,26.822,26.693,26.661,26.725,26.885,27.138,27.482,27.912,28.422,29.007,29.658,30.369,31.130,31.933,32.768,33.628,34.502,35.383,36.262,37.132,37.985,38.816,39.617,40.385,41.115,41.802,42.443,43.036,43.578,44.068,44.503,44.883,45.207,45.473,45.682,45.833,45.925,45.960,45.935,45.852,45.711,45.512,45.255,44.941,44.570,44.144,43.663,43.130,42.545,41.911,41.232,40.509,39.747,38.951,38.125,37.275,36.407
-21.214,-22.043,-22.785,-23.424,-23.946,-24.341,-24.601,-24.720,-24.696,-24.530,-24.225,-23.787,-23.224,-22.549,-21.777,-20.924,-20.012,-19.062,-18.100,-17.151,-16.242,-15.398,-14.643,-14.000,-13.487,-13.120,-12.910,-12.862,-12.980,-13.258,-13.689,-14.259,-14.953,-15.748,-16.624,-17.553,-18.511,-19.471,-20.407,-21.297,-22.118,-22.850,-23.479,-23.990,-24.372,-24.619,-24.724,-24.687,-24.507,-24.189,-23.738,-23.165,-22.480,-21.698,-20.839,-19.922,-18.970,-18.008,-17.062,-16.158,-15.321,-14.576,-13.945,-13.445,-13.093,-12.898,-12.867,-12.999,-13.293,-13.737
-46.027,-44.846,-43.635,-42.412,-41.193,-40.000,-38.854,-37.776,-36.788,-35.912,-35.168,-34.572,-34.139,-33.879,-33.799,-33.900,-34.180,-34.633,-35.247,-36.007,-36.897,-37.897,-38.984,-40.137,-41.334,-42.553,-43.776,-44.984,-46.162,-47.296,-48.375,-49.390,-50.334,-51.201,-51.989,-52.694,-53.315,-53.851,-54.300,-54.664,-54.941,-55.133,-55.239,-55.260,-55.195,-55.045,-54.808,-54.486,-54.078,-53.584,-53.004,-52.339,-51.591,-50.762,-49.854,-48.872,-47.823,-46.715,-45.556,-44.361,-43.143,-41.920,-40.709,-39.532,-38.411,-37.366,-36.421,-35.596,-34.909,-34.378
44.145,45.215,46.235,47.199,48.101,48.939,49.708,50.408,51.036,51.593,52.077,52.488,52.827,53.094,53.288,53.410,53.460,53.438,53.344,53.179,52.940,52.630,52.247,51.791,51.263,50.663,49.991,49.249,48.438,47.560,46.620,45.621,44.570,43.472,42.337,41.175,39.997,38.815,37.644,36.500,35.398,34.355,33.387,32.509,31.737,31.083,30.560,30.176,29.939,29.853,29.919,30.137,30.501,31.007,31.644,32.401,33.266,34.223,35.257,36.353,37.492,38.660,39.841,41.021,42.186,43.325,44.428,45.486,46.492,47.440
-10.422,-9.566,-8.670,-7.755,-6.843,-5.954,-5.110,-4.330,-3.633,-3.036,-2.553,-2.195,-1.971,-1.885,-1.940,-2.135,-2.464,-2.921,-3.494,-4.170,-4.933,-5.765,-6.646,-7.555,-8.471,-9.373,-10.240,-11.052,-11.792,-12.444,-12.994,-13.431,-13.747,-13.934,-13.990,-13.913,-13.705,-13.370,-12.914,-12.347,-11.680,-10.927,-10.105,-9.232,-8.326,-7.410,-6.504,-5.629,-4.807,-4.056,-3.396,-2.840,-2.403,-2.095,-1.922,-1.890,-1.997,-2.244,-2.622,-3.124,-3.738,-4.449,-5.240,-6.093,-6.987,-7.901,-8.814,-9.705,-10.554,-11.341
-41.199,-41.137,-41.072,-41.005,-40.936,-40.865,-40.792,-40.717,-40.640,-40.562,-40.482,-40.400,-40.318,-40.234,-40.148,-40.062,-39.976,-39.888,-39.800,-39.711,-39.623,-39.534,-39.445,-39.356,-39.268,-39.180,-39.092,-39.006,-38.920,-38.835,-38.752,-38.669,-38.589,-38.509,-38.432,-38.356,-38.283,-38.211,-38.142,-38.075,-38.011,-37.949,-37.890,-37.834,-37.781,-37.731,-37.684,-37.641,-37.600,-37.563,-37.530,-37.499,-37.473,-37.450,-37.431,-37.415,-37.404,-37.396,-37.391,-37.391,-37.394,-37.401,-37.412,-37.427,-37.445,-37.467,-37.493,-37.522,-37.554,-37.591
23.098,22.946,22.884,22.913,23.033,23.242,23.539,23.921,24.384,24.924,25.535,26.211,26.948,27.737,28.572,29.445,30.349,31.276,32.220,33.172,34.127,35.077,36.016,36.939,37.841,38.717,39.563,40.375,41.150,41.887,42.581,43.232,43.839,44.399,44.913,45.379,45.796,46.165,46.486,46.757,46.979,47.152,47.275,47.350,47.375,47.351,47.278,47.155,46.984,46.763,46.493,46.174,45.806,45.390,44.925,44.413,43.853,43.248,42.598,41.904,41.169,40.395,39.583,38.738,37.863,36.962,36.039,35.100,34.150,33.196
72.316,72.092,71.839,71.556,71.244,70.901,70.526,70.119,69.680,69.208,68.703,68.165,67.594,66.991,66.357,65.693,65.003,64.288,63.552,62.801,62.040,61.275,60.513,59.764,59.035,58.337,57.680,57.074,56.530,56.057,55.663,55.357,55.144,55.029,55.014,55.100,55.284,55.563,55.932,56.383,56.907,57.496,58.139,58.826,59.546,60.291,61.050,61.815,62.578,63.333,64.073,64.794,65.493,66.164,66.807,67.420,68.000,68.548,69.063,69.545,69.993,70.410,70.794,71.146,71.467,71.759,72.020,72.253,72.457,72.633
77.384,77.225,77.066,76.912,76.763,76.623,76.494,76.378,76.278,76.195,76.132,76.090,76.069,76.071,76.094,76.139,76.205,76.290,76.392,76.510,76.640,76.782,76.931,77.086,77.245,77.404,77.562,77.717,77.866,78.009,78.144,78.269,78.384,78.487,78.578,78.656,78.721,78.773,78.810,78.833,78.842,78.837,78.817,78.783,78.736,78.674,78.599,78.511,78.411,78.299,78.176,78.044,77.903,77.755,77.601,77.444,77.285,77.126,76.970,76.819,76.675,76.541,76.420,76.314,76.224,76.154,76.103,76.074,76.067,76.083
15.915,14.972,14.036,13.114,12.213,11.340,10.500,9.700,8.946,8.243,7.597,7.011,6.491,6.040,5.662,5.358,5.131,4.983,4.914,4.925,5.017,5.187,5.436,5.761,6.161,6.632,7.171,7.774,8.437,9.154,9.922,10.734,11.584,12.466,13.373,14.300,15.238,16.183,17.126,18.063,18.986,19.891,20.771,21.622,22.438,23.216,23.953,24.643,25.285,25.876,26.413,26.895,27.319,27.686,27.992,28.238,28.423,28.546,28.607,28.606,28.543,28.418,28.231,27.982,27.674,27.306,26.879,26.395,25.856,25.264
-31.786,-32.210,-32.628,-33.040,-33.444,-33.841,-34.231,-34.613,-34.987,-35.353,-35.710,-36.058,-36.397,-36.728,-37.049,-37.360,-37.662,-37.955,-38.237,-38.510,-38.773,-39.025,-39.268,-39.500,-39.722,-39.933,-40.134,-40.325,-40.505,-40.675,-40.834,-40.983,-41.121,-41.249,-41.366,-41.472,-41.568,-41.653,-41.728,-41.791,-41.845,-41.887,-41.919,-41.941,-41.952,-41.952,-41.941,-41.920,-41.888,-41.846,-41.793,-41.729,-41.655,-41.570,-41.474,-41.368,-41.251,-41.124,-40.986,-40.838,-40.679,-40.509,-40.329,-40.139,-39.938,-39.726,-39.505,-39.273,-39.031,-38.778
3.882,3.881,3.880,3.880,3.879,3.878,3.877,3.877,3.876,3.875,3.874,3.874,3.873,3.872,3.871,3.871,3.870,3.869,3.868,3.868,3.867,3.866,3.865,3.865,3.864,3.863,3.862,3.862,3.861,3.860,3.859,3.859,3.858,3.857,3.856,3.856,3.855,3.854,3.854,3.853,3.852,3.851,3.851,3.850,3.849,3.848,3.848,3.847,3.846,3.846,3.845,3.844,3.843,3.843,3.842,3.841,3.841,3.840,3.839,3.838,3.838,3.837,3.836,3.836,3.835,3.834,3.833,3.833,3.832,3.831
75.378,75.431,75.484,75.537,75.589,75.641,75.692,75.742,75.791,75.840,75.887,75.934,75.979,76.023,76.066,76.107,76.147,76.185,76.222,76.257,76.290,76.322,76.352,76.380,76.406,76.430,76.453,76.473,76.492,76.509,76.523,76.536,76.546,76.555,76.561,76.565,76.567,76.568,76.566,76.562,76.556,76.548,76.537,76.525,76.511,76.495,76.476,76.456,76.434,76.410,76.384,76.356,76.326,76.295,76.262,76.227,76.191,76.153,76.113,76.072,76.030,75.986,75.941,75.895,75.847,75.799,75.750,75.699,75.648,75.597
40.601,40.142,39.590,38.948,38.222,37.416,36.537,35.595,34.599,33.560,32.492,31.410,30.329,29.267,28.241,27.269,26.369,25.559,24.852,24.264,23.807,23.488,23.316,23.292,23.419,23.693,24.109,24.657,25.328,26.109,26.982,27.934,28.945,29.998,31.075,32.158,33.232,34.281,35.292,36.252,37.152,37.981,38.733,39.401,39.981,40.469,40.863,41.159,41.356,41.454,41.453,41.351,41.150,40.850,40.453,39.962,39.379,38.707,37.952,37.120,36.219,35.257,34.244,33.194,32.119,31.036,29.959,28.907,27.898,26.950
47.777,48.549,49.268,49.933,50.542,51.097,51.596,52.041,52.430,52.766,53.048,53.275,53.450,53.571,53.640,53.655,53.618,53.527,53.384,53.187,52.937,52.633,52.275,51.863,51.396,50.873,50.296,49.664,48.976,48.235,47.441,46.594,45.698,44.754,43.766,42.737,41.673,40.579,39.461,38.327,37.185,36.044,34.914,33.805,32.728,31.695,30.715,29.800,28.960,28.204,27.542,26.982,26.530,26.191,25.970,25.870,25.891,26.034,26.296,26.675,27.165,27.762,28.457,29.243,30.110,31.049,32.049,33.099,34.188,35.305
1.132,1.017,0.907,0.801,0.700,0.604,0.512,0.425,0.344,0.267,0.195,0.128,0.066,0.010,-0.041,-0.087,-0.128,-0.163,-0.193,-0.217,-0.236,-0.249,-0.258,-0.260,-0.257,-0.249,-0.235,-0.216,-0.192,-0.162,-0.126,-0.085,-0.039,0.012,0.068,0.130,0.197,0.269,0.346,0.428,0.515,0.607,0.704,0.805,0.911,1.021,1.136,1.256,1.379,1.507,1.639,1.774,1.914,2.057,2.204,2.354,2.508,2.665,2.825,2.988,3.154,3.323,3.494,3.668,3.844,4.023,4.203,4.385,4.569,4.754
-15.810,-14.933,-14.045,-13.147,-12.242,-11.331,-10.415,-9.497,-8.578,-7.661,-6.745,-5.835,-4.931,-4.034,-3.148,-2.274,-1.412,-0.566,0.264,1.076,1.869,2.641,3.391,4.117,4.819,5.496,6.147,6.770,7.365,7.931,8.468,8.975,9.451,9.896,10.309,10.690,11.040,11.356,11.640,11.891,12.109,12.293,12.444,12.562,12.646,12.696,12.713,12.695,12.645,12.560,12.442,12.290,12.105,11.887,11.635,11.351,11.034,10.684,10.302,9.888,9.442,8.966,8.458,7.921,7.354,6.759,6.135,5.484,4.807,4.104
